,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num_features,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted,Self_loops,ROI_strl_thresh
47,RF,Gender,random,t_test,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,55.357,54.839,54.839,68.225,False,0
48,RF,Gender,random,t_test,baseline,mean_FA,50,balanced_accuracy,1743,96.209,96.454,97.006,99.792,58.298,58.065,56.667,74.37,False,0
49,RF,Gender,random,t_test,baseline,mean_FA,100,balanced_accuracy,3486,98.795,98.582,98.78,99.958,58.613,58.065,58.065,70.903,False,0
50,RF,Gender,random,fscores,baseline,mean_strl,2,balanced_accuracy,71,100.0,100.0,100.0,100.0,59.769,59.677,57.627,70.693,False,0
51,RF,Gender,random,fscores,baseline,mean_strl,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,57.983,58.065,55.172,70.483,False,0
52,RF,Gender,random,fscores,baseline,mean_strl,10,balanced_accuracy,353,100.0,100.0,100.0,100.0,56.828,56.452,55.738,67.122,False,0
53,RF,Gender,random,fscores,baseline,mean_strl,50,balanced_accuracy,1755,100.0,100.0,100.0,100.0,62.185,61.29,62.5,73.109,False,0
54,RF,Gender,random,fscores,baseline,mean_strl,100,balanced_accuracy,3486,97.933,97.872,98.182,99.813,60.399,59.677,60.317,73.109,False,0
55,RF,Gender,random,fscores,baseline,num_streamlines,2,balanced_accuracy,71,100.0,100.0,100.0,100.0,76.366,75.806,75.41,85.084,False,0
56,RF,Gender,random,fscores,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,70.168,69.355,69.841,88.761,False,0
57,RF,Gender,random,fscores,baseline,num_streamlines,10,balanced_accuracy,351,100.0,100.0,100.0,100.0,75.21,74.194,75.0,87.395,False,0
58,RF,Gender,random,fscores,baseline,num_streamlines,50,balanced_accuracy,1775,100.0,100.0,100.0,100.0,73.109,72.581,72.131,87.658,False,0
59,RF,Gender,random,fscores,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,73.739,72.581,73.846,88.971,False,0
60,MLP,Gender,random,t_test,baseline,num_streamlines,2,balanced_accuracy,70,98.193,97.872,98.16,99.439,72.269,70.968,72.727,83.193,False,0
61,MLP,Gender,random,t_test,baseline,num_streamlines,5,balanced_accuracy,175,100.0,100.0,100.0,100.0,80.777,80.645,79.31,88.971,False,0
62,MLP,Gender,random,t_test,baseline,num_streamlines,10,balanced_accuracy,349,98.536,98.582,98.795,99.834,79.622,79.032,78.689,90.126,False,0
63,MLP,Gender,random,t_test,baseline,num_streamlines,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,83.718,83.871,82.143,91.071,False,0
64,MLP,Gender,random,t_test,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,82.773,83.871,80.0,90.546,False,0
65,MLP,Gender,random,t_test,baseline,mean_strl,2,balanced_accuracy,70,82.592,84.397,87.5,88.367,67.542,66.129,68.657,72.374,False,0
66,MLP,Gender,random,t_test,baseline,mean_strl,5,balanced_accuracy,175,88.367,89.362,91.228,94.329,65.966,66.129,63.158,77.101,False,0
67,MLP,Gender,random,t_test,baseline,mean_strl,10,balanced_accuracy,349,92.418,92.908,94.048,97.798,65.651,66.129,61.818,76.996,False,0
68,MLP,Gender,random,t_test,baseline,mean_strl,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,73.319,74.194,69.231,82.038,False,0
69,MLP,Gender,random,t_test,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,76.891,77.419,74.074,87.71,False,0
70,MLP,Gender,random,fscores,baseline,mean_FA,2,balanced_accuracy,71,80.785,82.27,85.549,88.866,58.298,58.065,56.667,72.374,False,0
71,MLP,Gender,random,fscores,baseline,mean_FA,5,balanced_accuracy,175,83.631,84.397,86.905,93.0,71.324,70.968,70.0,79.832,False,0
72,MLP,Gender,random,fscores,baseline,mean_FA,10,balanced_accuracy,353,92.158,92.908,94.118,98.484,65.966,66.129,63.158,76.155,False,0
73,MLP,Gender,random,fscores,baseline,mean_FA,50,balanced_accuracy,1755,100.0,100.0,100.0,100.0,78.046,79.032,74.51,83.403,False,0
74,MLP,Gender,random,fscores,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,78.361,79.032,75.472,85.294,False,0
75,MLP,Gender,random,t_test,baseline,mean_FA,2,balanced_accuracy,70,82.509,83.688,86.55,88.16,61.555,61.29,60.0,71.954,False,0
76,MLP,Gender,random,t_test,baseline,mean_FA,5,balanced_accuracy,175,84.317,85.816,88.506,93.332,66.282,66.129,64.407,79.517,False,0
77,MLP,Gender,random,t_test,baseline,mean_FA,10,balanced_accuracy,349,100.0,100.0,100.0,100.0,75.42,75.806,72.727,81.933,False,0
78,MLP,Gender,random,t_test,baseline,mean_FA,50,balanced_accuracy,1743,100.0,100.0,100.0,100.0,75.105,75.806,71.698,81.828,False,0
79,MLP,Gender,random,t_test,baseline,mean_FA,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,80.147,80.645,77.778,87.815,False,0
80,MLP,Gender,random,fscores,baseline,mean_strl,2,balanced_accuracy,71,81.647,82.979,86.047,89.572,67.227,66.129,67.692,73.004,False,0
81,MLP,Gender,random,fscores,baseline,mean_strl,5,balanced_accuracy,175,81.99,83.688,86.857,93.249,64.496,64.516,62.069,74.16,False,0
82,MLP,Gender,random,fscores,baseline,mean_strl,10,balanced_accuracy,353,88.627,89.362,91.124,96.697,71.324,70.968,70.0,79.307,False,0
83,MLP,Gender,random,fscores,baseline,mean_strl,50,balanced_accuracy,1755,100.0,100.0,100.0,100.0,78.361,79.032,75.472,83.193,False,0
84,MLP,Gender,random,fscores,baseline,mean_strl,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,79.832,80.645,76.923,89.601,False,0
85,MLP,Gender,random,fscores,baseline,num_streamlines,2,balanced_accuracy,71,100.0,100.0,100.0,100.0,74.58,74.194,73.333,84.559,False,0
86,MLP,Gender,random,fscores,baseline,num_streamlines,5,balanced_accuracy,175,98.536,98.582,98.795,99.938,76.05,75.806,74.576,90.861,False,0
87,MLP,Gender,random,fscores,baseline,num_streamlines,10,balanced_accuracy,351,100.0,100.0,100.0,100.0,82.248,82.258,80.702,90.861,False,0
88,MLP,Gender,random,fscores,baseline,num_streamlines,50,balanced_accuracy,1775,100.0,100.0,100.0,100.0,83.403,83.871,81.481,92.017,False,0
89,MLP,Gender,random,fscores,baseline,num_streamlines,100,balanced_accuracy,3486,100.0,100.0,100.0,100.0,85.189,85.484,83.636,91.807,False,0
