,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num_nodes,Num edges,% Positive edges,ROI_strl_thresh,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted
11,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,7.803,roc_auc_ovr_weighted,26,272,100.0,0,100.0,100.0,100.0,100.0,53.595,51.02,20.0,51.505
12,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,7.602,roc_auc_ovr_weighted,28,265,100.0,0,91.464,91.525,90.741,87.297,44.314,44.898,50.909,48.662
13,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,7.487,roc_auc_ovr_weighted,26,261,100.0,0,97.367,97.458,97.196,99.277,44.064,44.898,52.632,47.324
14,SVC,Extraversion,test throw median,pearson,solver,mean_FA,7.344,roc_auc_ovr_weighted,26,256,100.0,0,52.958,55.932,16.129,37.994,47.455,44.681,7.143,52.0
15,SVC,Extraversion,test throw median,pearson,solver,mean_strl,7.315,roc_auc_ovr_weighted,26,255,100.0,0,50.0,53.39,0.0,50.0,50.0,46.809,0.0,50.0
16,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,7.2,roc_auc_ovr_weighted,27,251,100.0,0,75.637,73.729,77.372,3.675,62.124,63.265,70.0,37.625
17,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,7.028,roc_auc_ovr_weighted,25,245,100.0,0,86.487,86.441,85.455,82.263,42.391,42.857,48.148,38.629
18,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,6.999,roc_auc_ovr_weighted,25,244,100.0,0,100.0,100.0,100.0,100.0,54.013,53.061,46.512,52.843
19,SVC,Extraversion,test throw median,pearson,solver,mean_FA,6.942,roc_auc_ovr_weighted,25,242,100.0,0,50.0,53.39,0.0,41.241,50.0,46.809,0.0,52.0
20,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,6.913,roc_auc_ovr_weighted,24,241,100.0,0,99.074,99.153,99.065,100.0,49.749,46.939,7.143,50.0
21,SVC,Extraversion,test throw median,pearson,solver,mean_strl,6.885,roc_auc_ovr_weighted,25,240,100.0,0,50.0,53.39,0.0,32.453,50.0,46.809,0.0,45.273
22,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,6.77,roc_auc_ovr_weighted,26,236,100.0,0,100.0,100.0,100.0,0.0,44.565,44.898,49.057,56.522
23,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,6.684,roc_auc_ovr_weighted,24,233,100.0,0,50.0,53.39,0.0,50.0,50.0,46.809,0.0,50.0
24,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,6.655,roc_auc_ovr_weighted,24,232,100.0,0,100.0,100.0,100.0,0.0,50.836,51.02,53.846,50.0
25,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,6.54,roc_auc_ovr_weighted,25,228,100.0,0,98.297,98.305,98.182,98.615,54.091,53.191,47.619,50.364
26,SVC,Extraversion,test throw median,pearson,solver,mean_strl,6.483,roc_auc_ovr_weighted,24,226,100.0,0,50.0,53.39,0.0,32.597,50.0,46.809,0.0,45.182
27,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,6.426,roc_auc_ovr_weighted,25,224,100.0,0,50.0,54.237,0.0,5.729,50.0,46.939,0.0,46.488
28,SVC,Extraversion,test throw median,pearson,solver,mean_FA,6.397,roc_auc_ovr_weighted,24,223,100.0,0,49.322,52.542,3.448,38.427,45.455,42.553,0.0,50.909
29,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,6.225,roc_auc_ovr_weighted,23,217,100.0,0,98.293,98.305,98.148,99.711,50.167,48.98,39.024,54.348
30,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,6.168,roc_auc_ovr_weighted,23,215,100.0,0,85.185,86.441,82.609,0.0,52.843,51.02,33.333,36.622
31,SVC,Extraversion,test throw median,pearson,solver,mean_FA,6.081,roc_auc_ovr_weighted,23,212,100.0,0,50.0,53.39,0.0,37.172,50.0,46.809,0.0,52.273
32,SVC,Extraversion,test throw median,pearson,solver,mean_strl,5.967,roc_auc_ovr_weighted,23,208,100.0,0,50.0,53.39,0.0,31.645,50.0,46.809,0.0,48.182
33,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,5.881,roc_auc_ovr_weighted,22,205,100.0,0,50.0,54.237,0.0,84.346,50.0,46.939,0.0,52.676
34,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,5.737,roc_auc_ovr_weighted,24,200,100.0,0,90.046,89.831,89.286,95.631,60.953,61.224,64.151,63.043
35,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,5.68,roc_auc_ovr_weighted,22,198,100.0,0,100.0,100.0,100.0,100.0,48.662,48.98,52.83,46.154
36,SVC,Extraversion,test throw median,pearson,solver,mean_strl,5.594,roc_auc_ovr_weighted,22,195,100.0,0,50.0,53.39,0.0,31.025,50.0,46.809,0.0,47.636
37,SVC,Extraversion,test throw median,pearson,solver,mean_FA,5.565,roc_auc_ovr_weighted,22,194,100.0,0,50.0,53.39,0.0,35.296,50.0,46.809,0.0,51.091
38,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,5.393,roc_auc_ovr_weighted,23,188,100.0,0,100.0,100.0,100.0,0.0,48.662,48.98,52.83,53.679
39,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,5.307,roc_auc_ovr_weighted,21,185,100.0,0,84.925,84.746,83.929,93.461,52.759,53.061,56.604,54.515
40,SVC,Extraversion,test throw median,pearson,solver,mean_strl,5.221,roc_auc_ovr_weighted,21,182,100.0,0,50.0,53.39,0.0,30.418,50.0,46.809,0.0,48.0
41,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,5.192,roc_auc_ovr_weighted,21,181,100.0,0,100.0,100.0,100.0,0.0,51.087,51.02,52.0,55.686
42,SVC,Extraversion,test throw median,pearson,solver,mean_FA,5.077,roc_auc_ovr_weighted,21,177,100.0,0,50.0,53.39,0.0,39.538,50.0,46.809,0.0,51.455
43,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,5.02,roc_auc_ovr_weighted,22,175,100.0,0,100.0,100.0,100.0,0.0,49.415,48.98,46.809,51.254
44,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,4.963,roc_auc_ovr_weighted,20,173,100.0,0,100.0,100.0,100.0,0.0,45.569,44.898,40.0,52.341
45,SVC,Extraversion,test throw median,pearson,solver,mean_strl,4.733,roc_auc_ovr_weighted,20,165,100.0,0,50.0,53.39,0.0,30.13,50.0,46.809,0.0,43.455
46,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,4.705,roc_auc_ovr_weighted,20,164,100.0,0,50.0,53.39,0.0,0.837,50.0,46.809,0.0,57.455
47,SVC,Extraversion,test throw median,pearson,solver,mean_FA,4.618,roc_auc_ovr_weighted,20,161,100.0,0,54.358,55.085,47.525,41.962,52.091,51.064,43.902,49.273
48,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,4.561,roc_auc_ovr_weighted,21,159,100.0,0,57.176,57.627,52.83,58.854,51.589,51.02,47.826,56.02
49,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,4.475,roc_auc_ovr_weighted,19,156,100.0,0,100.0,100.0,100.0,0.0,53.01,53.061,54.902,53.344
50,SVC,Extraversion,test throw median,pearson,solver,mean_strl,4.36,roc_auc_ovr_weighted,19,152,100.0,0,50.0,53.39,0.0,32.987,50.0,46.809,0.0,42.545
51,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,4.332,roc_auc_ovr_weighted,19,151,100.0,0,77.951,77.966,76.364,91.58,57.107,57.143,58.824,58.027
52,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,4.217,roc_auc_ovr_weighted,20,147,100.0,0,100.0,100.0,100.0,0.0,52.759,53.061,56.604,52.007
53,SVC,Extraversion,test throw median,pearson,solver,mean_FA,4.159,roc_auc_ovr_weighted,19,145,100.0,0,50.0,53.39,0.0,42.453,50.0,46.809,0.0,47.818
54,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,4.073,roc_auc_ovr_weighted,18,142,100.0,0,50.0,53.39,0.0,14.863,50.0,46.809,0.0,48.727
55,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,4.016,roc_auc_ovr_weighted,18,140,100.0,0,59.259,62.712,31.25,1.736,51.923,48.98,7.407,41.973
56,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,3.873,roc_auc_ovr_weighted,19,135,100.0,0,61.661,61.864,58.716,56.453,46.237,46.939,53.571,46.237
57,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,3.758,roc_auc_ovr_weighted,18,131,100.0,0,94.097,94.068,93.578,93.605,42.893,42.857,44.0,40.803
58,SVC,Extraversion,test throw median,pearson,solver,mean_strl,3.729,roc_auc_ovr_weighted,18,130,100.0,0,50.0,46.61,63.584,23.752,50.0,53.191,69.444,38.364
59,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,3.701,roc_auc_ovr_weighted,18,129,100.0,0,50.0,54.237,0.0,97.888,50.0,46.939,0.0,43.478
60,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,3.643,roc_auc_ovr_weighted,17,127,100.0,0,50.0,54.237,0.0,50.0,50.0,46.939,0.0,50.0
61,SVC,Extraversion,test throw median,pearson,solver,mean_strl,3.557,roc_auc_ovr_weighted,17,124,100.0,0,81.501,81.356,80.702,15.815,49.818,48.936,42.857,49.636
62,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,3.5,roc_auc_ovr_weighted,17,122,100.0,0,100.0,100.0,100.0,100.0,48.244,46.939,35.0,50.0
63,SVC,Extraversion,test throw median,pearson,solver,mean_FA,3.299,roc_auc_ovr_weighted,18,115,100.0,0,50.0,53.39,0.0,27.417,50.0,46.809,0.0,51.636
64,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,3.242,roc_auc_ovr_weighted,17,113,100.0,0,58.681,58.475,57.391,58.189,60.284,59.184,52.381,54.348
65,SVC,Extraversion,test throw median,pearson,solver,mean_FA,3.213,roc_auc_ovr_weighted,16,112,100.0,0,95.916,95.763,95.575,99.625,49.273,48.936,47.826,43.455
66,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,3.155,roc_auc_ovr_weighted,16,110,100.0,0,91.753,91.525,91.071,9.144,44.314,44.898,50.909,49.164
67,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,3.098,roc_auc_ovr_weighted,16,108,100.0,0,100.0,100.0,100.0,100.0,56.689,55.102,42.105,62.375
68,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,2.84,roc_auc_ovr_weighted,16,99,100.0,0,64.005,64.407,60.377,64.931,53.763,53.061,48.889,55.518
69,SVC,Extraversion,test throw median,pearson,solver,mean_FA,2.783,roc_auc_ovr_weighted,15,97,100.0,0,50.0,53.39,0.0,35.815,50.0,46.809,0.0,50.364
70,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,2.697,roc_auc_ovr_weighted,15,94,100.0,0,50.0,54.237,0.0,17.506,50.0,46.939,0.0,43.813
71,SVC,Extraversion,test throw median,pearson,solver,mean_strl,2.639,roc_auc_ovr_weighted,15,92,100.0,0,50.0,46.61,63.584,27.965,50.0,53.191,69.444,48.0
72,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,2.496,roc_auc_ovr_weighted,14,87,100.0,0,50.0,53.39,0.0,7.504,50.0,46.809,0.0,56.909
73,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,2.467,roc_auc_ovr_weighted,14,86,100.0,0,79.659,79.661,78.182,9.245,57.358,57.143,57.143,39.632
74,SVC,Extraversion,test throw median,pearson,solver,mean_FA,2.324,roc_auc_ovr_weighted,14,81,100.0,0,50.0,46.61,63.584,35.209,50.0,53.191,69.444,56.727
75,SVC,Extraversion,test throw median,pearson,solver,mean_strl,2.266,roc_auc_ovr_weighted,14,79,100.0,0,50.0,53.39,0.0,28.6,50.0,46.809,0.0,45.455
76,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,2.18,roc_auc_ovr_weighted,13,76,100.0,0,100.0,100.0,100.0,0.0,54.636,53.191,42.105,46.545
77,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,2.123,roc_auc_ovr_weighted,14,74,100.0,0,79.803,79.661,78.571,89.149,46.99,46.939,48.0,50.334
78,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,2.094,roc_auc_ovr_weighted,13,73,100.0,0,63.021,62.712,62.069,37.124,49.833,51.02,60.0,52.007
79,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,2.065,roc_auc_ovr_weighted,13,72,100.0,0,93.953,94.068,93.458,1.997,45.067,44.898,44.898,56.02
80,SVC,Extraversion,test throw median,pearson,solver,mean_FA,1.951,roc_auc_ovr_weighted,13,68,100.0,0,50.0,46.61,63.584,35.267,50.0,53.191,69.444,56.545
81,SVC,Extraversion,test throw median,pearson,solver,mean_strl,1.922,roc_auc_ovr_weighted,13,67,100.0,0,50.0,53.39,0.0,26.32,50.0,46.809,0.0,44.0
82,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,1.865,roc_auc_ovr_weighted,12,65,100.0,0,50.0,46.61,63.584,15.007,50.0,53.191,69.444,43.818
83,SVC,Extraversion,test throw median,pearson,solver,mean_FA,1.807,roc_auc_ovr_weighted,12,63,100.0,0,50.0,53.39,0.0,29.784,50.0,46.809,0.0,60.0
84,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,1.779,roc_auc_ovr_weighted,12,62,100.0,0,50.0,54.237,0.0,18.721,50.0,46.939,0.0,60.535
85,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,1.75,roc_auc_ovr_weighted,12,61,100.0,0,96.441,96.61,96.226,99.913,43.395,42.857,39.13,36.622
86,SVC,Extraversion,test throw median,pearson,solver,mean_strl,1.721,roc_auc_ovr_weighted,12,60,100.0,0,50.0,46.61,63.584,41.501,50.0,53.191,69.444,42.182
87,SVC,Extraversion,test throw median,pearson,solver,mean_FA,1.578,roc_auc_ovr_weighted,11,55,100.0,0,50.0,46.61,63.584,35.584,50.0,53.191,69.444,58.545
88,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,1.52,roc_auc_ovr_weighted,11,53,100.0,0,70.029,70.339,67.29,22.251,55.545,55.319,55.319,41.455
89,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,1.463,roc_auc_ovr_weighted,11,51,100.0,0,58.767,61.864,34.783,21.209,38.629,36.735,11.429,52.341
90,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,1.434,roc_auc_ovr_weighted,11,50,100.0,0,66.146,66.102,64.286,69.358,43.813,44.898,54.237,46.488
91,SVC,Extraversion,test throw median,pearson,solver,mean_strl,1.406,roc_auc_ovr_weighted,11,49,100.0,0,50.0,53.39,0.0,31.342,50.0,46.809,0.0,51.818
92,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,1.291,roc_auc_ovr_weighted,10,45,100.0,0,50.0,54.237,0.0,11.299,47.826,44.898,0.0,49.749
93,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,1.262,roc_auc_ovr_weighted,10,44,100.0,0,50.0,54.237,0.0,37.413,50.0,46.939,0.0,43.98
94,SVC,Extraversion,test throw median,pearson,solver,mean_FA,1.234,roc_auc_ovr_weighted,10,43,100.0,0,50.0,46.61,63.584,40.202,50.0,53.191,69.444,45.818
95,SVC,Extraversion,test throw median,pearson,solver,mean_strl,1.176,roc_auc_ovr_weighted,10,41,100.0,0,78.658,78.814,77.064,13.896,50.091,48.936,40.0,56.364
96,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,1.147,roc_auc_ovr_weighted,10,40,100.0,0,50.0,53.39,0.0,5.541,50.0,46.809,0.0,64.0
97,SVC,Extraversion,test throw median,pearson,solver,mean_FA,1.033,roc_auc_ovr_weighted,9,36,100.0,0,80.361,80.508,78.899,87.128,40.727,40.426,39.13,34.182
98,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,1.004,roc_auc_ovr_weighted,9,35,100.0,0,50.0,54.237,0.0,22.078,50.0,46.939,0.0,47.408
99,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,0.975,roc_auc_ovr_weighted,9,34,100.0,0,67.853,67.797,66.071,66.942,34.448,34.694,38.462,24.749
100,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.918,roc_auc_ovr_weighted,9,32,100.0,0,65.451,64.407,66.667,75.767,52.508,53.061,58.182,53.679
101,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,0.803,roc_auc_ovr_weighted,8,28,100.0,0,50.0,54.237,0.0,88.021,50.0,46.939,0.0,39.465
102,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,0.775,roc_auc_ovr_weighted,8,27,100.0,0,100.0,100.0,100.0,100.0,62.625,63.265,67.857,64.381
103,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.746,roc_auc_ovr_weighted,8,26,100.0,0,50.0,54.237,0.0,49.074,50.0,46.939,0.0,50.0
104,SVC,Extraversion,test throw median,pearson,solver,mean_FA,0.717,roc_auc_ovr_weighted,8,25,100.0,0,50.0,46.61,63.584,42.107,50.0,53.191,69.444,56.364
105,SVC,Extraversion,test throw median,pearson,solver,mean_FA,0.602,roc_auc_ovr_weighted,7,21,100.0,0,67.302,67.797,63.462,68.124,43.909,44.681,51.852,37.727
106,SVC,Extraversion,test throw median,pearson,solver,mean_strl,0.574,roc_auc_ovr_weighted,7,20,100.0,0,50.0,46.61,63.584,43.434,50.0,53.191,69.444,42.545
107,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.545,roc_auc_ovr_weighted,7,19,100.0,0,68.576,67.797,68.852,73.9,48.662,48.98,52.83,50.167
108,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,0.43,roc_auc_ovr_weighted,6,15,100.0,0,70.631,70.339,69.565,70.718,50.836,51.02,53.846,45.819
109,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.402,roc_auc_ovr_weighted,6,14,100.0,0,50.0,54.237,0.0,33.015,50.0,46.939,0.0,43.311
110,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.287,roc_auc_ovr_weighted,5,10,100.0,0,58.304,59.322,51.02,34.823,58.612,57.143,46.154,42.308
111,SVC,Extraversion,test throw median,pearson,solver,mean_strl,0.229,roc_auc_ovr_weighted,5,8,100.0,0,50.0,53.39,0.0,63.608,50.0,46.809,0.0,53.273
112,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.172,roc_auc_ovr_weighted,4,6,100.0,0,60.156,61.017,54.0,68.953,46.321,44.898,30.769,51.839
113,RF,Extraversion,test throw median,pearson,solver,mean_strl,8.95,roc_auc_ovr_weighted,29,312,100.0,0,100.0,100.0,100.0,100.0,52.636,51.064,37.838,55.636
114,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,8.921,roc_auc_ovr_weighted,29,311,100.0,0,100.0,100.0,100.0,100.0,56.187,55.102,47.619,61.037
115,RF,Neuroticism,test throw median,pearson,solver,mean_FA,8.893,roc_auc_ovr_weighted,29,310,100.0,0,100.0,100.0,100.0,100.0,57.86,57.143,53.333,58.194
116,RF,Extraversion,test throw median,pearson,solver,mean_FA,8.778,roc_auc_ovr_weighted,29,306,100.0,0,100.0,100.0,100.0,100.0,43.818,42.553,30.769,44.818
117,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,8.692,roc_auc_ovr_weighted,28,303,100.0,0,100.0,100.0,100.0,100.0,52.592,51.02,36.842,54.348
118,RF,Extraversion,test throw median,pearson,solver,num_streamlines,8.52,roc_auc_ovr_weighted,28,297,100.0,0,100.0,100.0,100.0,100.0,53.818,53.191,50.0,52.364
119,RF,Extraversion,test throw median,pearson,solver,mean_FA,8.462,roc_auc_ovr_weighted,28,295,100.0,0,100.0,100.0,100.0,100.0,43.273,42.553,37.209,46.455
120,RF,Neuroticism,test throw median,pearson,solver,mean_FA,8.405,roc_auc_ovr_weighted,28,293,100.0,0,100.0,100.0,100.0,100.0,47.742,46.939,40.909,52.508
121,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,8.032,roc_auc_ovr_weighted,27,280,100.0,0,100.0,100.0,100.0,100.0,50.669,48.98,32.432,50.669
122,RF,Extraversion,test throw median,pearson,solver,mean_FA,7.975,roc_auc_ovr_weighted,27,278,100.0,0,100.0,100.0,100.0,100.0,48.364,46.809,32.432,44.364
123,RF,Neuroticism,test throw median,pearson,solver,mean_FA,7.917,roc_auc_ovr_weighted,27,276,100.0,0,100.0,100.0,100.0,100.0,49.916,48.98,41.86,46.154
124,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,7.803,roc_auc_ovr_weighted,26,272,100.0,0,100.0,100.0,100.0,100.0,47.993,46.939,38.095,44.649
125,RF,Neuroticism,test throw median,pearson,solver,mean_strl,7.602,roc_auc_ovr_weighted,28,265,100.0,0,100.0,100.0,100.0,100.0,49.666,48.98,44.444,54.348
126,RF,Neuroticism,test throw median,pearson,solver,mean_FA,7.487,roc_auc_ovr_weighted,26,261,100.0,0,100.0,100.0,100.0,100.0,55.686,55.102,52.174,58.528
127,RF,Extraversion,test throw median,pearson,solver,mean_FA,7.344,roc_auc_ovr_weighted,26,256,100.0,0,100.0,100.0,100.0,100.0,41.818,40.426,26.316,41.636
128,RF,Extraversion,test throw median,pearson,solver,mean_strl,7.315,roc_auc_ovr_weighted,26,255,100.0,0,100.0,100.0,100.0,100.0,56.636,55.319,46.154,55.364
129,RF,Neuroticism,test throw median,pearson,solver,mean_strl,7.2,roc_auc_ovr_weighted,27,251,100.0,0,100.0,100.0,100.0,100.0,60.033,59.184,54.545,62.375
130,RF,Neuroticism,test throw median,pearson,solver,mean_FA,7.028,roc_auc_ovr_weighted,25,245,100.0,0,100.0,100.0,100.0,100.0,51.589,51.02,47.826,53.344
131,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,6.999,roc_auc_ovr_weighted,25,244,100.0,0,100.0,100.0,100.0,100.0,58.11,57.143,51.163,65.301
132,RF,Extraversion,test throw median,pearson,solver,mean_FA,6.942,roc_auc_ovr_weighted,25,242,100.0,0,100.0,100.0,100.0,100.0,50.636,48.936,33.333,45.273
133,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,6.913,roc_auc_ovr_weighted,24,241,100.0,0,100.0,100.0,100.0,100.0,48.495,46.939,31.579,48.328
134,RF,Extraversion,test throw median,pearson,solver,mean_strl,6.885,roc_auc_ovr_weighted,25,240,100.0,0,100.0,100.0,100.0,100.0,45.818,44.681,35.0,48.364
135,RF,Neuroticism,test throw median,pearson,solver,mean_strl,6.77,roc_auc_ovr_weighted,26,236,100.0,0,100.0,100.0,100.0,100.0,56.689,55.102,42.105,55.1
136,RF,Extraversion,test throw median,pearson,solver,num_streamlines,6.684,roc_auc_ovr_weighted,24,233,100.0,0,100.0,100.0,100.0,100.0,45.0,44.681,43.478,39.818
137,RF,Neuroticism,test throw median,pearson,solver,mean_FA,6.655,roc_auc_ovr_weighted,24,232,100.0,0,100.0,100.0,100.0,100.0,51.338,51.02,50.0,55.853
138,RF,Extraversion,test throw median,pearson,solver,num_streamlines,6.54,roc_auc_ovr_weighted,25,228,100.0,0,100.0,100.0,100.0,100.0,48.091,46.809,35.897,38.182
139,RF,Extraversion,test throw median,pearson,solver,mean_strl,6.483,roc_auc_ovr_weighted,24,226,100.0,0,100.0,100.0,100.0,100.0,52.091,51.064,43.902,51.091
140,RF,Neuroticism,test throw median,pearson,solver,mean_strl,6.426,roc_auc_ovr_weighted,25,224,100.0,0,100.0,100.0,100.0,100.0,54.264,53.061,43.902,53.595
141,RF,Extraversion,test throw median,pearson,solver,mean_FA,6.397,roc_auc_ovr_weighted,24,223,100.0,0,100.0,100.0,100.0,100.0,41.818,40.426,26.316,40.545
142,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,6.225,roc_auc_ovr_weighted,23,217,100.0,0,100.0,100.0,100.0,100.0,56.438,55.102,45.0,52.843
143,RF,Neuroticism,test throw median,pearson,solver,mean_FA,6.168,roc_auc_ovr_weighted,23,215,100.0,0,100.0,100.0,100.0,100.0,53.512,53.061,51.064,57.86
144,RF,Extraversion,test throw median,pearson,solver,mean_FA,6.081,roc_auc_ovr_weighted,23,212,100.0,0,100.0,100.0,100.0,100.0,48.364,46.809,32.432,45.455
145,RF,Extraversion,test throw median,pearson,solver,mean_strl,5.967,roc_auc_ovr_weighted,23,208,100.0,0,100.0,100.0,100.0,100.0,50.364,48.936,36.842,50.364
146,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,5.881,roc_auc_ovr_weighted,22,205,100.0,0,100.0,100.0,100.0,100.0,56.94,55.102,38.889,61.371
147,RF,Neuroticism,test throw median,pearson,solver,mean_strl,5.737,roc_auc_ovr_weighted,24,200,100.0,0,100.0,100.0,100.0,100.0,63.88,63.265,60.87,63.378
148,RF,Neuroticism,test throw median,pearson,solver,mean_FA,5.68,roc_auc_ovr_weighted,22,198,100.0,0,100.0,100.0,100.0,100.0,53.512,53.061,51.064,56.438
149,RF,Extraversion,test throw median,pearson,solver,mean_strl,5.594,roc_auc_ovr_weighted,22,195,100.0,0,100.0,100.0,100.0,100.0,49.818,48.936,42.857,45.636
150,RF,Extraversion,test throw median,pearson,solver,mean_FA,5.565,roc_auc_ovr_weighted,22,194,100.0,0,100.0,100.0,100.0,100.0,56.636,55.319,46.154,52.636
