,Unnamed: 0,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num edges,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted
45,45,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,2.697,balanced_accuracy,94,93.67299999999999,93.82700000000001,93.15100000000001,99.26299999999999,57.49,53.333,43.243,57.085
46,46,SVC,Extraversion,test throw median,pearson,solver,mean_strl,2.639,balanced_accuracy,92,50.0,53.846000000000004,0.0,30.026,50.0,48.648999999999994,0.0,65.205
47,47,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,2.61,balanced_accuracy,91,82.331,82.5,81.081,7.018,39.286,40.0,32.258,62.585
48,48,SVC,Agreeableness,test throw median,pearson,solver,mean_strl,2.524,balanced_accuracy,88,94.205,94.521,93.75,96.288,44.156000000000006,43.59,52.174,46.104
49,49,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,2.496,balanced_accuracy,87,92.06299999999999,92.30799999999999,91.429,99.272,51.754,51.351000000000006,43.75,52.193000000000005
50,50,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,2.467,balanced_accuracy,86,97.619,97.5,97.436,99.875,51.19,51.428999999999995,45.161,53.571000000000005
51,51,SVC,Openness,test throw median,pearson,solver,mean_FA,2.438,balanced_accuracy,85,63.771,64.557,57.576,68.79,43.75,41.667,32.258,45.938
52,52,SVC,Agreeableness,test throw median,pearson,solver,num_streamlines,2.41,balanced_accuracy,84,78.86399999999999,79.452,76.19,82.87899999999999,42.37,41.026,48.888999999999996,35.39
53,53,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,2.381,balanced_accuracy,83,90.189,90.411,89.23100000000001,2.197,49.675,43.59,47.619,56.169
54,54,SVC,Extraversion,test throw median,pearson,solver,mean_FA,2.324,balanced_accuracy,81,78.571,78.205,77.922,73.214,32.455999999999996,32.431999999999995,32.431999999999995,35.38
55,55,SVC,Extraversion,test throw median,pearson,solver,mean_strl,2.266,balanced_accuracy,79,95.833,96.154,95.652,0.0,57.31,56.757,46.667,54.093999999999994
56,56,SVC,Openness,test throw median,pearson,solver,mean_FA,2.18,balanced_accuracy,76,73.938,74.684,69.697,88.61,37.5,36.111,30.303,40.312
57,57,SVC,Conscientiousness,test throw median,pearson,solver,mean_strl,2.151,balanced_accuracy,75,76.128,76.25,74.667,32.926,39.286,42.857,23.076999999999998,50.0
58,58,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,2.123,balanced_accuracy,74,100.0,100.0,100.0,100.0,54.762,57.143,44.443999999999996,47.278999999999996
59,59,SVC,Agreeableness,test throw median,pearson,solver,mean_strl,2.094,balanced_accuracy,73,87.689,87.671,86.56700000000001,95.37899999999999,55.032,51.282,57.778,51.299
60,60,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,2.065,balanced_accuracy,72,89.834,90.12299999999999,88.889,6.327000000000001,54.15,51.111000000000004,45.0,43.32
61,61,SVC,Openness,test throw median,pearson,solver,mean_strl,2.037,balanced_accuracy,71,64.64,65.82300000000001,55.738,79.73,44.375,41.667,27.586,35.312
62,62,SVC,Extraversion,test throw median,pearson,solver,mean_FA,1.9509999999999998,balanced_accuracy,68,79.365,79.487,77.778,22.884,37.427,37.838,46.512,61.696000000000005
63,63,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,1.922,balanced_accuracy,67,81.36399999999999,82.19200000000001,78.689,95.303,59.74,46.153999999999996,43.243,52.597
64,64,SVC,Openness,test throw median,pearson,solver,mean_FA,1.865,balanced_accuracy,65,64.801,65.82300000000001,57.143,69.015,43.75,41.667,32.258,41.25
65,65,SVC,Agreeableness,test throw median,pearson,solver,mean_strl,1.8359999999999999,balanced_accuracy,64,100.0,100.0,100.0,0.0,49.675,43.59,47.619,50.974
66,66,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,1.807,balanced_accuracy,63,84.586,85.0,82.85700000000001,91.165,54.762,54.286,50.0,44.898
67,67,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,1.7790000000000001,balanced_accuracy,62,78.317,79.012,75.362,23.894000000000002,52.733000000000004,51.111000000000004,50.0,46.356
68,68,SVC,Neuroticism,test throw median,pearson,solver,num_streamlines,1.75,balanced_accuracy,61,76.904,76.543,75.949,82.74,48.684,48.888999999999996,53.06100000000001,47.571000000000005
69,69,SVC,Extraversion,test throw median,pearson,solver,mean_strl,1.7209999999999999,balanced_accuracy,60,87.5,88.462,85.714,0.0,54.971000000000004,54.053999999999995,32.0,50.0
70,70,SVC,Openness,test throw median,pearson,solver,mean_strl,1.692,balanced_accuracy,59,65.122,65.82300000000001,59.701,35.006,31.25,30.555999999999997,28.570999999999998,59.375
71,71,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,1.6640000000000001,balanced_accuracy,58,87.955,87.671,86.95700000000001,93.03,50.325,56.41,67.925,51.623000000000005
72,72,SVC,Extraversion,test throw median,pearson,solver,mean_FA,1.578,balanced_accuracy,55,100.0,100.0,100.0,100.0,40.789,40.541,35.294000000000004,46.784
73,73,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,1.5490000000000002,balanced_accuracy,54,50.0,52.5,0.0,36.153,50.0,60.0,0.0,74.49
74,74,SVC,Openness,test throw median,pearson,solver,mean_strl,1.52,balanced_accuracy,53,76.641,77.215,73.529,12.999,51.875,50.0,43.75,52.188
75,75,SVC,Openness,test throw median,pearson,solver,mean_FA,1.492,balanced_accuracy,52,68.694,69.62,62.5,84.71700000000001,43.75,41.667,32.258,42.5
76,76,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,1.463,balanced_accuracy,51,95.985,95.89,95.522,99.697,44.968,48.718,60.0,38.635999999999996
77,77,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,1.4340000000000002,balanced_accuracy,50,85.227,83.95100000000001,85.057,0.799,54.251000000000005,57.778,67.797,48.684
78,78,SVC,Extraversion,test throw median,pearson,solver,mean_strl,1.406,balanced_accuracy,49,75.0,76.923,66.667,10.052999999999999,41.228,40.541,21.429000000000002,45.906000000000006
79,79,SVC,Neuroticism,test throw median,pearson,solver,mean_strl,1.291,balanced_accuracy,45,50.0,54.321000000000005,0.0,29.484,50.0,42.222,0.0,63.765
80,80,SVC,Openness,test throw median,pearson,solver,mean_FA,1.262,balanced_accuracy,44,100.0,100.0,100.0,100.0,49.375,50.0,55.0,54.688
81,81,SVC,Extraversion,test throw median,pearson,solver,mean_FA,1.234,balanced_accuracy,43,96.23,96.154,95.89,98.38,65.205,64.865,60.606,63.012
82,82,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,1.205,balanced_accuracy,42,85.37899999999999,86.301,83.333,96.742,46.753,51.282,62.745,43.181999999999995
83,83,SVC,Extraversion,test throw median,pearson,solver,mean_strl,1.176,balanced_accuracy,41,100.0,100.0,100.0,0.0,57.018,56.757,52.941,42.982
84,84,SVC,Extraversion,test throw median,pearson,solver,num_streamlines,1.147,balanced_accuracy,40,50.0,53.846000000000004,0.0,17.394000000000002,50.0,48.648999999999994,0.0,47.076
85,85,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,1.061,balanced_accuracy,37,64.66199999999999,65.0,61.111000000000004,66.35300000000001,41.667,45.714,24.0,34.694
86,86,SVC,Conscientiousness,test throw median,pearson,solver,mean_FA,1.033,balanced_accuracy,36,50.0,52.5,0.0,36.591,50.0,60.0,0.0,72.789
87,87,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,1.004,balanced_accuracy,35,74.848,75.342,71.875,87.12100000000001,40.422,46.153999999999996,58.824,37.338
88,88,SVC,Openness,test throw median,pearson,solver,mean_FA,0.975,balanced_accuracy,34,67.181,68.354,59.016000000000005,71.042,43.75,41.667,32.258,49.687
89,89,SVC,Conscientiousness,test throw median,pearson,solver,mean_strl,0.9470000000000001,balanced_accuracy,33,76.128,76.25,74.667,25.94,48.81,48.571000000000005,43.75,57.483000000000004
90,90,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.9179999999999999,balanced_accuracy,32,78.041,77.778,76.923,77.58,31.883000000000003,31.111,31.111,34.413000000000004
91,91,SVC,Openness,test throw median,pearson,solver,mean_FA,0.8029999999999999,balanced_accuracy,28,63.61,64.557,56.25,32.046,43.75,41.667,32.258,55.625
92,92,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,0.775,balanced_accuracy,27,79.39399999999999,79.452,77.612,89.92399999999999,42.37,41.026,48.888999999999996,32.143
93,93,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.746,balanced_accuracy,26,56.511,55.556000000000004,58.14,40.663000000000004,55.87,55.556000000000004,58.333,41.29600000000001
94,94,SVC,Extraversion,test throw median,pearson,solver,mean_FA,0.7170000000000001,balanced_accuracy,25,84.921,84.615,84.211,89.41799999999999,48.684,48.648999999999994,48.648999999999994,52.047
95,95,SVC,Openness,test throw median,pearson,solver,mean_FA,0.602,balanced_accuracy,21,63.771,64.557,57.576,67.439,43.75,41.667,32.258,42.812
96,96,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,0.574,balanced_accuracy,20,50.0,54.795,0.0,39.318000000000005,50.0,28.205,0.0,71.753
97,97,SVC,Neuroticism,test throw median,pearson,solver,mean_FA,0.545,balanced_accuracy,19,74.20100000000001,74.074,72.727,78.256,43.623000000000005,42.222,40.909,42.105
98,98,SVC,Agreeableness,test throw median,pearson,solver,num_streamlines,0.488,balanced_accuracy,17,78.14399999999999,78.082,76.471,81.288,49.513000000000005,51.282,61.224,48.701
99,99,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,0.43,balanced_accuracy,15,50.0,54.795,0.0,38.635999999999996,50.0,28.205,0.0,72.403
100,100,SVC,Openness,test throw median,pearson,solver,mean_FA,0.402,balanced_accuracy,14,62.098,63.291000000000004,52.458999999999996,69.916,43.75,41.667,32.258,48.75
101,101,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,0.287,balanced_accuracy,10,50.0,54.795,0.0,49.015,50.0,28.205,0.0,36.525999999999996
102,102,SVC,Conscientiousness,test throw median,pearson,solver,mean_strl,0.258,balanced_accuracy,9,61.842,63.75,38.298,21.741999999999997,57.143,62.857,38.095,44.558
103,103,SVC,Extraversion,test throw median,pearson,solver,mean_strl,0.22899999999999998,balanced_accuracy,8,69.643,71.795,57.692,81.15100000000001,41.52,40.541,8.333,33.187
104,104,SVC,Agreeableness,test throw median,pearson,solver,mean_FA,0.172,balanced_accuracy,6,50.0,54.795,0.0,46.97,50.0,28.205,0.0,50.0
105,105,SVC,Conscientiousness,test throw median,pearson,solver,mean_strl,0.14300000000000002,balanced_accuracy,5,64.286,65.0,57.576,32.580999999999996,53.571000000000005,54.286,46.667,54.082
106,106,SVC,Openness,keep median,pearson,solver,mean_FA,4.532,balanced_accuracy,158,63.771,64.557,57.576,32.497,62.222,59.574,55.81399999999999,33.889
107,107,SVC,Extraversion,keep median,pearson,solver,num_streamlines,4.475,balanced_accuracy,156,100.0,100.0,100.0,0.0,45.879,44.681000000000004,40.909,59.707
108,108,SVC,Extraversion,keep median,pearson,solver,mean_strl,4.418,balanced_accuracy,154,65.278,65.385,63.013999999999996,64.484,38.278,38.298,40.816,38.278
109,109,SVC,Agreeableness,keep median,pearson,solver,mean_FA,4.388999999999999,balanced_accuracy,153,100.0,100.0,100.0,100.0,43.1,38.298,43.137,42.534
110,110,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,4.36,balanced_accuracy,152,59.085,58.75,60.24100000000001,48.872,49.004,48.93600000000001,50.0,53.803999999999995
111,111,SVC,Neuroticism,keep median,pearson,solver,mean_FA,4.332,balanced_accuracy,151,92.322,92.59299999999999,91.667,98.15700000000001,51.667,48.93600000000001,42.857,45.185
112,112,SVC,Openness,keep median,pearson,solver,mean_strl,4.303,balanced_accuracy,150,67.664,68.354,62.687,79.858,65.278,63.83,63.83,65.741
113,113,SVC,Openness,keep median,pearson,solver,num_streamlines,4.274,balanced_accuracy,149,100.0,100.0,100.0,100.0,51.574,51.06399999999999,53.06100000000001,52.593
114,114,SVC,Neuroticism,keep median,pearson,solver,mean_strl,4.188,balanced_accuracy,146,100.0,100.0,100.0,0.0,45.185,48.93600000000001,61.29,48.981
115,115,SVC,Agreeableness,keep median,pearson,solver,mean_strl,4.131,balanced_accuracy,144,100.0,100.0,100.0,0.0,48.982,46.809,54.545,57.692
116,116,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,4.102,balanced_accuracy,143,100.0,100.0,100.0,100.0,57.518,57.446999999999996,58.333,58.876999999999995
117,117,SVC,Openness,keep median,pearson,solver,mean_FA,4.073,balanced_accuracy,142,94.916,94.93700000000001,94.595,99.163,59.722,57.446999999999996,54.545,57.13
118,118,SVC,Neuroticism,keep median,pearson,solver,mean_strl,4.016,balanced_accuracy,140,67.53699999999999,65.432,70.833,20.576999999999998,43.888999999999996,48.93600000000001,63.636,49.443999999999996
119,119,SVC,Conscientiousness,keep median,pearson,solver,num_streamlines,3.987,balanced_accuracy,139,100.0,100.0,100.0,100.0,49.093999999999994,48.93600000000001,52.0,51.086999999999996
120,120,SVC,Agreeableness,keep median,pearson,solver,mean_FA,3.9589999999999996,balanced_accuracy,138,100.0,100.0,100.0,100.0,51.357,46.809,52.83,48.19
121,121,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,3.9010000000000002,balanced_accuracy,136,56.328,56.25,55.696000000000005,47.713,53.08,53.191,50.0,51.268
122,122,SVC,Openness,keep median,pearson,solver,mean_strl,3.844,balanced_accuracy,134,61.068000000000005,62.025,53.125,68.66199999999999,61.574,59.574,57.778,66.667
123,123,SVC,Openness,keep median,pearson,solver,num_streamlines,3.787,balanced_accuracy,132,98.649,98.734,98.63,0.257,57.13,57.446999999999996,61.538000000000004,38.889
124,124,SVC,Neuroticism,keep median,pearson,solver,mean_FA,3.758,balanced_accuracy,131,100.0,100.0,100.0,100.0,49.074,48.93600000000001,52.0,52.13
125,125,SVC,Agreeableness,keep median,pearson,solver,mean_strl,3.7289999999999996,balanced_accuracy,130,100.0,100.0,100.0,100.0,52.828,48.93600000000001,55.556000000000004,54.977
126,126,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,3.701,balanced_accuracy,129,78.008,78.75,73.846,17.544,52.989,53.191,47.619,41.303999999999995
127,127,SVC,Neuroticism,keep median,pearson,solver,mean_FA,3.6430000000000002,balanced_accuracy,127,100.0,100.0,100.0,100.0,49.815,46.809,39.024,45.185
128,128,SVC,Agreeableness,keep median,pearson,solver,mean_strl,3.614,balanced_accuracy,126,98.75,98.63,98.507,0.152,45.136,44.681000000000004,53.571000000000005,52.715
129,129,SVC,Extraversion,keep median,pearson,solver,mean_strl,3.557,balanced_accuracy,124,97.421,97.436,97.22200000000001,3.042,45.42100000000001,44.681000000000004,43.478,60.897
130,130,SVC,Agreeableness,keep median,pearson,solver,mean_FA,3.528,balanced_accuracy,123,100.0,100.0,100.0,100.0,49.887,44.681000000000004,50.0,51.583999999999996
131,131,SVC,Neuroticism,keep median,pearson,solver,num_streamlines,3.5,balanced_accuracy,122,76.96600000000001,77.778,73.529,82.432,51.574,51.06399999999999,53.06100000000001,54.074
132,132,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,3.4419999999999997,balanced_accuracy,120,53.946999999999996,56.25,14.634,29.761999999999997,54.348,55.318999999999996,16.0,33.876999999999995
133,133,SVC,Agreeableness,keep median,pearson,solver,mean_strl,3.3280000000000003,balanced_accuracy,116,100.0,100.0,100.0,100.0,69.344,65.957,72.414,65.498
134,134,SVC,Extraversion,keep median,pearson,solver,mean_FA,3.299,balanced_accuracy,115,98.611,98.71799999999999,98.59200000000001,0.0,51.648,51.06399999999999,51.06399999999999,50.183
135,135,SVC,Openness,keep median,pearson,solver,mean_strl,3.27,balanced_accuracy,114,86.80799999999999,87.34200000000001,85.294,97.072,53.519,51.06399999999999,46.512,65.556
136,136,SVC,Neuroticism,keep median,pearson,solver,mean_strl,3.242,balanced_accuracy,113,50.0,54.321000000000005,0.0,23.28,50.0,42.553000000000004,0.0,50.556000000000004
137,137,SVC,Extraversion,keep median,pearson,solver,mean_FA,3.213,balanced_accuracy,112,97.22200000000001,97.436,97.14299999999999,0.066,45.42100000000001,44.681000000000004,43.478,51.556999999999995
138,138,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,3.1839999999999997,balanced_accuracy,111,50.0,52.5,0.0,37.845,50.0,51.06399999999999,0.0,40.217
139,139,SVC,Neuroticism,keep median,pearson,solver,mean_FA,3.155,balanced_accuracy,110,85.074,85.185,83.78399999999999,94.41,42.963,40.426,33.333,44.443999999999996
140,140,SVC,Openness,keep median,pearson,solver,mean_FA,3.127,balanced_accuracy,109,63.771,64.557,57.576,67.793,60.37,57.446999999999996,52.381,65.185
141,141,SVC,Conscientiousness,keep median,pearson,solver,num_streamlines,3.0980000000000003,balanced_accuracy,108,100.0,100.0,100.0,100.0,52.989,53.191,47.619,50.361999999999995
142,142,SVC,Openness,keep median,pearson,solver,num_streamlines,3.069,balanced_accuracy,107,70.84899999999999,70.88600000000001,69.333,63.803000000000004,53.519,51.06399999999999,46.512,56.852
143,143,SVC,Agreeableness,keep median,pearson,solver,mean_FA,3.0410000000000004,balanced_accuracy,106,100.0,100.0,100.0,100.0,45.136,44.681000000000004,53.571000000000005,43.891000000000005
144,144,SVC,Agreeableness,keep median,pearson,solver,num_streamlines,2.897,balanced_accuracy,101,50.0,54.795,0.0,24.090999999999998,50.0,27.66,0.0,28.281
145,145,SVC,Conscientiousness,keep median,pearson,solver,num_streamlines,2.8689999999999998,balanced_accuracy,100,100.0,100.0,100.0,100.0,52.717,53.191,38.889,61.957
146,146,SVC,Neuroticism,keep median,pearson,solver,mean_strl,2.84,balanced_accuracy,99,66.093,66.667,61.972,34.582,52.87,51.06399999999999,48.888999999999996,39.074
147,147,SVC,Agreeableness,keep median,pearson,solver,mean_strl,2.8110000000000004,balanced_accuracy,98,100.0,100.0,100.0,0.0,48.643,53.191,64.516,49.321000000000005
148,148,SVC,Extraversion,keep median,pearson,solver,mean_FA,2.783,balanced_accuracy,97,65.476,65.385,64.0,40.146,42.125,42.553000000000004,47.059,60.806000000000004
149,149,SVC,Openness,keep median,pearson,solver,mean_FA,2.7539999999999996,balanced_accuracy,96,78.861,79.747,75.0,94.852,57.87,55.318999999999996,51.163000000000004,59.25899999999999
150,150,SVC,Agreeableness,keep median,pearson,solver,mean_FA,2.725,balanced_accuracy,95,92.689,93.15100000000001,92.06299999999999,96.515,52.489,55.318999999999996,65.574,48.643
151,151,SVC,Neuroticism,keep median,pearson,solver,mean_FA,2.697,balanced_accuracy,94,93.67299999999999,93.82700000000001,93.15100000000001,99.26299999999999,44.25899999999999,40.426,26.316,46.481
152,152,SVC,Extraversion,keep median,pearson,solver,mean_strl,2.639,balanced_accuracy,92,50.0,53.846000000000004,0.0,30.159000000000002,50.0,44.681000000000004,0.0,60.989
153,153,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,2.61,balanced_accuracy,91,82.331,82.5,81.081,92.98200000000001,72.373,72.34,72.34,76.63
154,154,SVC,Agreeableness,keep median,pearson,solver,mean_strl,2.524,balanced_accuracy,88,94.205,94.521,93.75,96.288,61.086000000000006,57.446999999999996,64.286,66.742
155,155,SVC,Extraversion,keep median,pearson,solver,num_streamlines,2.496,balanced_accuracy,87,92.06299999999999,92.30799999999999,91.429,99.272,42.033,40.426,33.333,44.138999999999996
